Date,Value
1/31/1976,885.2
2/29/1976,994.7
3/31/1976,1243.6
4/30/1976,1191.2
5/31/1976,1203.2
6/30/1976,1254.7
7/31/1976,1162.3
8/31/1976,1026.1
9/30/1976,1057.9
10/31/1976,1129.4
11/30/1976,1084.4
12/31/1976,1061.8
1/31/1977,969.9
2/28/1977,1092.1
3/31/1977,1451.1
4/30/1977,1354.4
5/31/1977,1377.1
6/30/1977,1459.8
7/31/1977,1202
8/31/1977,1234.5
9/30/1977,1104.6
10/31/1977,1341.3
11/30/1977,1181.6
12/31/1977,1090.6
1/31/1978,931.3
2/28/1978,1071.4
3/31/1978,1480.6
4/30/1978,1406.5
5/31/1978,1557.6
6/30/1978,1549.4
7/31/1978,1289.2
8/31/1978,1317.1
9/30/1978,1103.5
10/31/1978,1397
11/30/1978,1248.7
12/31/1978,1068.5
1/31/1979,1077.5
2/28/1979,1148.7
3/31/1979,1483.8
4/30/1979,1304.6
5/31/1979,1373
6/30/1979,1183.8
7/31/1979,1164.4
8/31/1979,1207.2
9/30/1979,1029.6
10/31/1979,1197.6
11/30/1979,1018.6
12/31/1979,959.7
1/31/1980,1042
2/29/1980,1038.7
3/31/1980,1141.9
4/30/1980,946.6
5/31/1980,893.8
6/30/1980,932.7
7/31/1980,1006.6
8/31/1980,884.2
9/30/1980,847.4
10/31/1980,1043.4
11/30/1980,870.5
12/31/1980,821.4
1/31/1981,814.3
2/28/1981,949.2
3/31/1981,1178.8
4/30/1981,962.9
5/31/1981,933.1
6/30/1981,942.7
7/31/1981,896.9
8/31/1981,1009
9/30/1981,864.8
10/31/1981,822
11/30/1981,743
12/31/1981,673.2
1/31/1982,714.4
2/28/1982,840.5
3/31/1982,1057.3
4/30/1982,877.2
5/31/1982,1020.2
6/30/1982,868.4
7/31/1982,827.4
8/31/1982,794
9/30/1982,891.1
10/31/1982,840.9
11/30/1982,971.5
12/31/1982,839.3
1/31/1983,789.3
2/28/1983,821.6
3/31/1983,1102
4/30/1983,1012.3
5/31/1983,1109.9
6/30/1983,1205.4
7/31/1983,1051.7
8/31/1983,993.1
9/30/1983,980.4
10/31/1983,1126
11/30/1983,1050.2
12/31/1983,1054
1/31/1984,1056.9
2/29/1984,1158.9
3/31/1984,1351.5
4/30/1984,1245.8
5/31/1984,1451.7
6/30/1984,1315.9
7/31/1984,1237.2
8/31/1984,1129.6
9/30/1984,1053.4
10/31/1984,1266.5
11/30/1984,1141.1
12/31/1984,1074.8
1/31/1985,1196.6
2/28/1985,1210.6
3/31/1985,1391
4/30/1985,1380.3
5/31/1985,1498.9
6/30/1985,1332.9
7/31/1985,1337.6
8/31/1985,1345.8
9/30/1985,1463.5
10/31/1985,1243.2
11/30/1985,1120.9
12/31/1985,1198.8
1/31/1986,1213.8
2/28/1986,1182.2
3/31/1986,1297.6
4/30/1986,1390.1
5/31/1986,1530.3
6/30/1986,1426.5
7/31/1986,1378
8/31/1986,1344.1
9/30/1986,1733.6
10/31/1986,1270.6
11/30/1986,1119.9
12/31/1986,1431.1
1/31/1987,918.9
2/28/1987,1148.4
3/31/1987,1381.7
4/30/1987,1385.3
5/31/1987,1298.5
6/30/1987,1419.6
7/31/1987,1355.8
8/31/1987,1400.6
9/30/1987,1300.5
10/31/1987,1193.2
11/30/1987,1110.7
12/31/1987,1249.2
1/31/1988,1122.5
2/29/1988,1308.8
3/31/1988,1505
4/30/1988,1333.5
5/31/1988,1455.4
6/30/1988,1483.1
7/31/1988,1302.8
8/31/1988,1317
9/30/1988,1223.2
10/31/1988,1249.9
11/30/1988,1191.1
12/31/1988,1285.2
1/31/1989,1084.2
2/28/1989,1127.3
3/31/1989,1337.6
4/30/1989,1354.8
5/31/1989,1438.4
6/30/1989,1329.2
7/31/1989,1279.1
8/31/1989,1441.9
9/30/1989,1263.8
10/31/1989,1116.9
11/30/1989,1047.6
12/31/1989,1011.9
1/31/1990,1161.3
2/28/1990,1073.4
3/31/1990,1295.2
4/30/1990,1226.3
5/31/1990,1332.1
6/30/1990,1306.1
7/31/1990,1244.4
8/31/1990,1196.9
9/30/1990,1144.8
10/31/1990,1169
11/30/1990,1000.5
12/31/1990,987.2
1/31/1991,839.3
2/28/1991,927.5
3/31/1991,1103.1
4/30/1991,1059.6
5/31/1991,1174
6/30/1991,1175.3
7/31/1991,1185.2
8/31/1991,1063
9/30/1991,1062.2
10/31/1991,1047.6
11/30/1991,932.1
12/31/1991,961.5
1/31/1992,867.8
2/29/1992,988.5
3/31/1992,1128.4
4/30/1992,1144.9
5/31/1992,1169.7
6/30/1992,1297
7/31/1992,1158.2
8/31/1992,1065.2
9/30/1992,1095.4
10/31/1992,1132.2
11/30/1992,988.6
12/31/1992,1070.7
1/31/1993,915.3
2/28/1993,976.1
3/31/1993,1228.9
4/30/1993,1273.5
5/31/1993,1342.2
6/30/1993,1383.1
7/31/1993,1266.9
8/31/1993,1158.8
9/30/1993,1164.6
10/31/1993,1182.5
11/30/1993,1140.9
12/31/1993,1152.7
1/31/1994,1045.5
2/28/1994,1170.9
3/31/1994,1472.2
4/30/1994,1337.9
5/31/1994,1382.1
6/30/1994,1479.6
7/31/1994,1219.5
8/31/1994,1329.3
9/30/1994,1252.1
10/31/1994,1291.8
11/30/1994,1197.9
12/31/1994,1218.9
1/31/1995,1031.5
2/28/1995,1128.7
3/31/1995,1403.3
4/30/1995,1216
5/31/1995,1427.5
6/30/1995,1477.2
7/31/1995,1255.3
8/31/1995,1365.2
9/30/1995,1214.4
10/31/1995,1226
11/30/1995,1169.1
12/31/1995,1202.6
1/31/1996,1050.6
2/29/1996,1237.9
3/31/1996,1404.4
4/30/1996,1359.3
5/31/1996,1522.9
6/30/1996,1404.2
7/31/1996,1317.3
8/31/1996,1333.4
9/30/1996,1231.4
10/31/1996,1296.6
11/30/1996,1146.4
12/31/1996,1151.8
1/31/1997,1114.6
2/28/1997,1177.4
3/31/1997,1425.9
4/30/1997,1310.3
5/31/1997,1435.8
6/30/1997,1355
7/31/1997,1376.6
8/31/1997,1348.2
9/30/1997,1238.5
10/31/1997,1282
11/30/1997,1146.1
12/31/1997,1287.7
1/31/1998,1044.1
2/28/1998,1173
3/31/1998,1405.5
4/30/1998,1390.9
5/31/1998,1543.9
6/30/1998,1606.6
7/31/1998,1264.9
8/31/1998,1265.1
9/30/1998,1314.4
10/31/1998,1407.5
11/30/1998,1176.4
12/31/1998,1375
1/31/1999,1123.7
2/28/1999,1325.7
3/31/1999,1580.2
4/30/1999,1451.7
5/31/1999,1632.6
6/30/1999,1651.4
7/31/1999,1529
8/31/1999,1523.6
9/30/1999,1442.5
10/31/1999,1396.8
11/30/1999,1317.2
12/31/1999,1440.6
1/31/2000,1239.3
2/29/2000,1539.3
3/31/2000,1713
4/30/2000,1538.9
5/31/2000,1664.9
6/30/2000,1662.7
7/31/2000,1468.6
8/31/2000,1578.8
9/30/2000,1506.3
10/31/2000,1367.7
11/30/2000,1260.9
12/31/2000,1271.2
1/31/2001,1196.3
2/28/2001,1381.5
3/31/2001,1627.8
4/30/2001,1377
5/31/2001,1635.2
6/30/2001,1652.2
7/31/2001,1374.6
8/31/2001,1478.2
9/30/2001,1312.5
10/31/2001,1753.2
11/30/2001,1347.9
12/31/2001,1336.1
1/31/2002,1130
2/28/2002,1328.8
3/31/2002,1541.2
4/30/2002,1471.8
5/31/2002,1538.5
6/30/2002,1563.9
7/31/2002,1552
8/31/2002,1734.9
9/30/2002,1251
10/31/2002,1331.2
11/30/2002,1227.6
12/31/2002,1467.7
1/31/2003,1108.3
2/28/2003,1237.6
3/31/2003,1474.8
4/30/2003,1436.7
5/31/2003,1601.1
6/30/2003,1502.3
7/31/2003,1538.8
8/31/2003,1656.2
9/30/2003,1329.5
10/31/2003,1333.5
11/30/2003,1285.4
12/31/2003,1463.3
1/31/2004,1149.6
2/29/2004,1303.7
3/31/2004,1540.3
4/30/2004,1455.7
5/31/2004,1660.8
6/30/2004,1480.7
7/31/2004,1589.2
8/31/2004,1463.3
9/30/2004,1470.1
10/31/2004,1370.1
11/30/2004,1231.2
12/31/2004,1583.6
1/31/2005,1095.8
2/28/2005,1286.1
3/31/2005,1616
4/30/2005,1542
5/31/2005,1537.3
6/30/2005,1720.1
7/31/2005,1845.7
8/31/2005,1524.2
9/30/2005,1367
10/31/2005,1184.2
11/30/2005,1200.7
12/31/2005,1525.7
1/31/2006,1176.1
2/28/2006,1298
3/31/2006,1576.7
4/30/2006,1489.8
5/31/2006,1533.7
6/30/2006,1545.2
7/31/2006,1531.1
8/31/2006,1530
9/30/2006,1394.1
10/31/2006,1260.6
11/30/2006,1236.6
12/31/2006,1476.4
1/31/2007,1124.2
2/28/2007,1285.1
3/31/2007,1574.9
4/30/2007,1366
5/31/2007,1590.2
6/30/2007,1481.3
7/31/2007,1331.1
8/31/2007,1500.4
9/30/2007,1335.8
10/31/2007,1256.5
11/30/2007,1200.4
12/31/2007,1414.1
1/31/2008,1063.4
2/29/2008,1196.5
3/31/2008,1378.6
4/30/2008,1273
5/31/2008,1420.5
6/30/2008,1212.6
7/31/2008,1156
8/31/2008,1269.1
9/30/2008,984.6
10/31/2008,859
11/30/2008,763.9
12/31/2008,916.2
1/31/2009,670.4
2/28/2009,701.7
3/31/2009,872.8
4/30/2009,832.7
5/31/2009,938.4
6/30/2009,874.9
7/31/2009,1011.8
8/31/2009,1274.6
9/30/2009,759.6
10/31/2009,854
11/30/2009,761.8
12/31/2009,1049.3
1/31/2010,712.5
2/28/2010,793.3
3/31/2010,1083.9
4/30/2010,997.3
5/31/2010,1117.6
6/30/2010,1000.5
7/31/2010,1065.7
8/31/2010,1011.5
9/30/2010,974
10/31/2010,965.2
11/30/2010,888
12/31/2010,1162.9
1/31/2011,836.4
2/28/2011,1007.1
3/31/2011,1276.8
4/30/2011,1173.5
5/31/2011,1081.3
6/30/2011,1071.2
7/31/2011,1086.1
8/31/2011,1094.5
9/30/2011,1076
10/31/2011,1048.3
11/30/2011,1028.8
12/31/2011,1268.5
1/31/2012,938.2
2/29/2012,1175.8
3/31/2012,1434
4/30/2012,1204.5
5/31/2012,1369.5
6/30/2012,1310.2
7/31/2012,1171.8
8/31/2012,1305.3
9/30/2012,1206.2
10/31/2012,1119.1
11/30/2012,1169.8
12/31/2012,1375.1
1/31/2013,1065.8
2/28/2013,1217.9
3/31/2013,1479.4
4/30/2013,1313.8
5/31/2013,1473.3
6/30/2013,1425.8
7/31/2013,1335.8
8/31/2013,1527.5
9/30/2013,1152.8
10/31/2013,1235.5
11/30/2013,1271.4
12/31/2013,1383.7
1/31/2014,1043
2/28/2014,1221.4
3/31/2014,1562.7
4/30/2014,1408.2
5/31/2014,1644.4
6/30/2014,1451.8
7/31/2014,1474
8/31/2014,1607.3
9/30/2014,1272
10/31/2014,1312.3
11/30/2014,1324.1
12/31/2014,1538.5
1/31/2015,1177.9
2/28/2015,1285.1
3/31/2015,1579.6
4/30/2015,1479.3
5/31/2015,1668.5
6/30/2015,1518.7
7/31/2015,1546.8
8/31/2015,1598.3
9/30/2015,1474.9
10/31/2015,1486.4
11/30/2015,1358.8
12/31/2015,1671.3
1/31/2016,1188.8
2/29/2016,1374.3
3/31/2016,1614.1
4/30/2016,1524.1
5/31/2016,1552.7
6/30/2016,1548.9
7/31/2016,1546.8
8/31/2016,1539.8
9/30/2016,1462.1
10/31/2016,1397.1
11/30/2016,1399.4
12/31/2016,1717.9
1/31/2017,1164.3
2/28/2017,1352.1
3/31/2017,1582.7
4/30/2017,1449.7
5/31/2017,1543.9
6/30/2017,1502.8
7/31/2017,1441
8/31/2017,1512.1
9/30/2017,1553.1
10/31/2017,1385.6
11/30/2017,1424.5
12/31/2017,1638.7
